RecordID,Title,Rating,Comment
2133, Radley bracelet,4,It's beautiful.
2134, Groovy socks,4,"Red, stripes and Deadpool ideal!"
2135, Good socks but they don't last,1,I bought these as a present from the kids for my husbands birthday (16th september). The socks are h
2136, Socks,5,Fits well
2137, Comfort,5,Nice and comfortable to wear
2138, GREAT PROCUCT - COMFORTABLE AND WELL PRESENTED,5,EVERYTHING I HOPED FOR
2139, Great present for a Marvel fan.,5,"Nice amount of socks, ideal for a Marvel fan. Soft and good fabric socks."
2140, Nice selection,1,"Nice selection, but quality is poor, with socks wearing out within a couple of months - same sock us"
2141, Given as a gift,5,"I didn't see the recipient when this was given to them, but he's a marvel fan. Nice variety."
2142, Comfy,4,One size really does fit all only thing that ain't that good is the rubber
2143, Good,5,Good value and great birthday gift
2144, Quality,5,Large enough to carry all toiletries and sectioned off as well
2145, Kit bag,5,Happy with it.
2146, Its acceptable but should be bigger!!,3,"Seems pretty well made, I like the big zips which seem pretty strong ( they have always gone first i"
2147, Stylish compact travel/wash bag,5,This wash bag is well made from good quality materials. The main compartment opens by twin zips that
2148, Does what it says,5,Great bag. Did the job for my husband when travelling. He doesn’t need big toiletries to travel so w
2149, Handy bag,4,Handy washbag for my son and he loved it
2150, Nice,5,Decent bag can be brought the gym
2151," Cheap, not up to the standard of the Underarmour brand",1,Within 4 weeks and minimal use. All of the print has peeled off the bag.
2152, Worth the money,5,This is a brilliant gift for anyone who likes under amour. I bought this for my Dad and he loved it.
2153, Great Christmas present,5,Great Christmas present
2154, Quality,5,Good quality and beautiful appearance
2155, Quality,5,This watch was lovely.and fantastic bargain .
2156, Stylist,5,The watch has a good look
2157, Lovely men’s watch,3,
2158, Lovely product,5,Bought for my dads birthday. Watch face is a good size and the contrasting colours make it easier fo
2159, Looks fab,5,Beautiful watch
2160, Watch did not work,1,So I thought this would be perfect Christmas gift the watch remained in its box till quite recently 
2161, Defective item sold,1,"The product simply doesn't work. I have been away from the UK, just returned. I always have in Amazo"
2162, Statement watch,5,My husband has recently been looking for a 'statement' watch and this has ticked all the boxes. He i
2163, It was exactly as described.,5,"Really liked the watch,description perfect ."
2164, Very nice cap,5,Very good quality
2165, Men's size cap,4,way too roomy for women. It fits men sizing
2166, Great and cheaper than high street store,5,It does the job and the most important thing is that the price is cheaper than the high street
2167, One size fits MOST,4,"If you don't have a large head, expect your ears to bend or have the hat a little higher/tighter."
2168, Good,5,Good
2169, love it,5,i love it perfect
2170, Comfy and stylish,5,Exactly as in the picture - great fit but alittle pricey for what it is - a cap
2171, Iconic cap,5,High quality... definitely original.
2172, Nice cap,5,Adjusts for smaller head (womens) but any smaller would struggle to remain snug
2173, Good quality,5,Liked the visor and fit
2174, Leather wallet,5,I purchased this as birthday present for my partneri am very pleased with the wallet - it is spaciou
2175, Lovely wallet,5,Purchased as a present and the recipient loved it!
2176, Elegant wallet for men,5,I purchased this wallet for my husband and he loves it! The wallet comes in a beautiful box. It is g
2177," Im happy, good production",5,"Im happy, good production"
2178, Compact wallet,4,A bit too big
2179, Is little bigger than others,5,Good product
2180, Beautifully packaged!,5,I bought as a gift for my boyfriend and was very please at how it was sent - all protected and perfe
2181, Perfect,5,"Have bought for boyfriend for Christmas, but I'm so pleased with it. Comes in lovely box and well wr"
2182, Too big,3,Massive in size ... Wouldn't recommend for pocket wallet
2183, Bit too big,1,Nice wallet but too big. I’m returning it
2184, the watch worked,5,as expected very good
2185, Radley,5,There was nothing to dislike it’s a beautiful stocking filler for Christmas perfectly boxed art work
2186, Radley watch,5,"I love Radley, lovely watch, great value"
2187, Great Radley Watch,5,Love Radley watches and this is a lovely one to add to my collection
2188, Lovely watch,4,However only problem was strap was too short which was a pity as I loved the watch.
2189, Lovely colour,5,"Lovely watch soft colour goes with most things, keeping time, great value for Radley watch would rec"
2190, Beautiful,5,"Bought as a birthday gift for a friend and she absolutely loves it, it sparkles and shines just as m"
2191, Watch,5,"Beautiful watch in a fancy box, would recommend"
2192, Easley Watch,5,Lovely time piece accurate quality excellent definitely value for money.would make a lovely gift
2193, Appearance & quality,5,The watch was better than expected & very reasonably priced.
2194, Perfect gift,5,I always buy these for special birthdays and events. They’re such lovely products. Great quality.
2195, What a beautiful bracelet,5,Amazing for teenager. Lovely and elegant and doesn’t go green. Would buy again
2196, Lovely sentiments bracelet from Joma,5,Good value celebration bracelet
2197, Perfect gift,5,I love Joma jewellery it’s a perfect gift for anyone. I have had mine for a year and never taken it 
2198, Gift,5,"I was gifted this bracelet for my 40th such a beautiful piece, the quality is second to none. It’s b"
2199, Beautiful and easy to put on your wrist,5,Bought this bracelet along with two other Joma bracelets very happy with them I’m going to be buying
2200, Great,5,Lovely birthday gift
2201, Lovely gift,5,Well madeLovely design
2202, Pretty,5,Have it as a present so I think she liked it so feminine
2203, Lovely birthday gift,5,Bought as birthday gift for friend who loved it
2204, Jumpers perfect but has a hole in the back so have to return,1,It has a hole in the back so raging as a cosy beautiful jumper
2205, Warmth and comforting,5,So comfortable
2206, So snuggly,5,Colour was great. Value for money brilliant. My daughter loved it
2207, Good size,5,"Lovely and soft , bought as a present, hope she likes it"
2208, Very Cosy,5,Love this it’s lovely to look at and very cosy and warm.
2209, Amazing,5,Great product
2210, Love it love it,5,Absolutely lovely product
2211, Quality counts!!,5,Great quality and exactly what I wanted for my princess pal!!! She was delighted with it!!!
2212, Very cosy,5,This is for a present. Thought it looked a bit thin but after trying it myself it was very warm and 
2213, Fantastic,5,This is absolutely fantastic
2214, Coat stand,5,Very happy overall. Nothing to fault.
2215, Sturdy,4,"Its really good quality, sturdy designs, love that it has lots of hooks, and it was easy to assemble"
2216, Doesn't last a week,1,"Don't get me wrong asyhetically it looks pretty and modern. However it didn't last very long at all,"
2217, Total Disappointment,1,"Built well and quick from the bottom to the middle. Frustratingly, the last parts, holes were drille"
2218, Sturdy,5,Very sturdy and strong and holds lots of coats. Highly recommended
2219, Holes Not Drilled Through!,2,"As can be seen in the pictures, the stand included parts without the necessary holes drilled into th"
2220, Songmics Brand Metal Coat Stand - fiddly to construct but very stable,5,"This product, ordered in white, is exactly like the seller's own display pictures. It is metal coate"
2221, Practical and gorgeous 😍,5,Love the colour. Very stable. Plenty of hooks for everything.
2222, Easy to break,1,The wooden part is very easy to break
2223, Good coat hanger,4,Good quality and excellent value.
2224, Great little shoe organiser,5,"Ease to build up, lightweight, sturdy and looks very neat. 100% recommended"
2225, Does what it says on the tin,5,"Exactly what I needed, easy and quick to assemble.For what it is, 5 stars."
2226, Great for the price!,4,Sturdier than I thought it would be pre-build. The build wasn’t easy though. It’s pretty tough to pu
2227, Not as described by the seller,1,"The item is not as shown in the picture, the grey cover is very thin (not as thick as you see in the"
2228, Clutter savior,4,This product is so helpful . It turns your home into a clutter free in no time. It can be used for s
2229, Flimsy,1,Not happy with this as ver flimsy for storing shoes...cant fix to wall ..so not using it.
2230, Missing parts again,1,The product has missing parts!
2231, It’s ok,2,Doesn’t look as nice as pictures. That said it does the job. Not sure how long it will last…..One ti
2232, Perfect,5,Good product and really does hold 40 pairs 👏🏻
2233, Holds a lot,5,"Really helps tidy up all those shoes, runners, sliders and slippers."
2234, Lego Harry Potter Dobby,5,The Granddaughter will love this she is a Harry Potter fan It does look lovey
2235, Nice,5,Great as a Xmas present
2236, Fabulous HP lego,5,"Bought this as a birthday gift for my niece, watched the price go up and down before making the purc"
2237, I mean look at it,5,"Bought this for my nieces, they didn't try to eat it, I didn't try to eat any of the small pieces ei"
2238, Great for potter fans,5,"This is a great looking Lego figure, easy to build and if your a Harry Potter you’ll be blown away b"
2239, Fantastic,5,Bought for a big Harry Potter fan. Was a great hit.
2240, Lego Dobby,5,I bought this as a birthday present for my Granddaughter and she loved it. Another great model from 
2241, Nice,5,Bought for my niece.
2242, Love it,5,Easy to assemble just dispointed the price went down
2243, Dobby Lego,5,This was good value for money when purchased. This is been purchased for my daughter for her birthda
2244, Great fun,5,"Such a simple idea, good fun to play, would definitely recommend. Good for all ages (apart from real"
2245, Great game,5,"Such a simple idea, great for parties"
2246, Great game,4,"Very portable and compact. Fairly reasonable price. Anyone can play! Sleek pebbles, the magnets are "
2247, Brilliant game!!,5,
2248, Highly tactical,5,As a multi-player game this could end up being never-ending so I'd suggest setting a time-limit per 
2249, Brilliant family fun,5,A great game which regularly comes out as a quick moral booster. Very simple but perfectly built. Th
2250, Magnet missing.,2,Not happy as recieved our game today and there is a magnet missing. We can still play with 11 stones
2251, Unusual magnetic game,5,This game is simple to understand and brings out your tactical skills towards the end.It will attrac
2252," Easy to learn, compact for travel",5,Great game for all ages. We take it away in the camper with us and my parents enjoyed it so much whe
2253, More fun than I was expecting,5,"Fair play this is a good game, weirdly jumpy when a bunch of them cluster together, I want a bigger "
2254, Not bad,5,Ok buy.
2255, 🤘,3,Great colors .
2256, Great range of colours,5,"Excellent pens, nice and bright"
2257, Pens,4,Good
2258, Ideal,5,For me grandkids
2259, Love this set,5,bright colours and easy to wash :)
2260, Great value,5,Brought as gift
2261, Perfect Pens,5,Excellent range of colours can recommend.
2262, Great,5,Great colours
2263, Great set of pens,5,Nice assortment of colours. All pens work perfectly. Good value for money. Ideal for kids and adults
2264, Halloween treat,5,Fit lovely in the goody bags. Perfect for Halloween.
2265, Do not use,1,"My son had the Frankenstein one on his leg, we’ve rubbed it off and now it’s left this mark and it’s"
2266, Happy with my purchase,5,Brought the Xmas ones and liked them so I thought I would purchase them for Halloween. Value for mon
2267, Easy to put on.,5,These tattoos are great. Easy to put on and my kids love them. Great for trick or treat bags.
2268, Don’t be deceived,2,Very deceiving picture. Arrived with little packed taped together
2269, Halloween bags,5,Great idea for kids bags
2270, Ok,3,Recieved after Halloween
2271, Tattoo stickers,5,"Happy with the purchase. Quick easy delivery, kids loved them :-)"
2272, Fantastic price,5,"Quick delivery, lots in the box"
2273, Very cool Halloween fun,5,Kids loved these and as there are so many got to share with their friends in creche. No issues with 
2274, Good for price,4,Perfect for Halloween good fun with kids
2275, Good,4,Did the job
2276, Fun for all the family,5,"Fun game for all the family, perfect game for halloween"
2277, Pin the nose on the witch,4,Good fun game
2278, Halloween party,5,"We used this for a Halloween party, the kids had so much fun. Made them all laugh. Which is brillian"
2279, Great!,5,Fun had by all at my recent Halloween party
2280, Cheap rubbish.,1,I bought this for a Halloween party & the kids loved it. My reason for 1 star is that it is basicall
2281, Incredible,5,Made halloween a fab day
2282, Great value,5,Fast delivery great value brilliant game packed well A+
2283, Good,5,Good game
2284, Birthday gift.,5,"Bought for a birthday my son was going to, great value for money"
2285, Good quality and fair price,5,Purchased this as a birthfay present and been told they're daughter loved it great size and keeps he
2286, Great product,5,I bought this as a gift for almy little cousin she totally loved it.was a great price so very satisf
2287, OK for young ones,4,OK for young ones but the main gets quite notty and is abit of a novelty.
2288, Unicorn colouring and stickers,5,Good value for money.
2289, Good value for money,5,Purchased for a 4 year olds birthday so can’t say how good / bad it is but seemed like good value fo
2290, My daughter is happy,5,My daughter is happy
2291, good,5,cute and a great gift
2292, Gift,4,Nice little gift for niece.
2293, Received items on time was,5,Was vary pleased with my items and most was gifts for family
2294, Great game,5,Game arrived when said and my grandchildren of 6 and 8 plus my children up to 35 all love playing th
2295, taking on holiday,5,family games on the beach
2296, Good value,5,Like it all brillant game
2297, Just the best,5,Great for 4 people.Great for young and old. Great to play with your loved ones. Stay away from scree
2298, Brilliant game,5,A poular game for age 6 upwards. Great fun & a good way to learn basic strategy
2299, Great game for all ages,5,Easy to learn and lots of fun.
2300, Fab,5,Great family game to play of all ages
2301, Great Game for all the family!,5,"Love this game, great fun. Worth taking everywhere. Love it !!!"
2302, Very good,5,Fun
2303, Great fun,5,Good game. Very addictive.Must have for holidays haha
2304, Worked well and easy to use.,5,Worked well and easy to use.
2305, Very bad,1,I purchased the glow sticks as a group of us were doing a shine walk to raise funds for cancer resea
2306, Party,5,Perfect for the occasion
2307, Color & brightness,5,Very bright and great colours great for party 🎉
2308, Item as described,5,Appropriate for party use
2309, Glow Sticks,5,"All of the Glow Sticks worked, were all nice and bright plus came with plenty of connectors. Perfect"
2310, Great,5,Just what I wanted
2311, Great for kids parties,5,"I got these for a family get together and all the kids loved them, they spent hours making various d"
2312, Glowing sticks,5,Nice sticks and do what it is said.
2313, Kids loved them,5,Used as party favours for sons birthday- very popular and loads of connectors xx
2314, Perfect for Halloween outfit,5,Perfect to go with my Halloween costume this year and future costumes
2315, Good quality,5,Great quality hard plastic
2316, Better than expected,5,The knife looks realistic from a distance and it’s lightweight. The knife was delivered next day and
2317, Good,4,Looks good
2318, Halloween prop,5,Great for halloween
2319, The blood needs to go.,3,"The blood just needs to go, it looks horrible."
2320, Excellent,5,Excellent
2321, Realistic looking!,5,Looks really quite realistic so I'd be careful wielding it outside. My daughter used it for fancy dr
2322, Arrived quickly,5,Daughter loved it as it went with the rest of her costume
2323, Bargain,5,Brought for my sons Halloween costume.. bargain and good quality
2324, Great game,5,Perfect products and good game
2325, Jenga - fun for every one!.,5,"At the moment - fantastic value fir money, a simple game to keep kids and adults entertained for mor"
2326, Perfect,5,Great game for all ages
2327, Box is horrible,3,"Basically, the box is too big to keep it structured properly. The quality of the wood is good."
2328, Sturdy,5,Good quality and it was great to play this again!
2329, As described,5,As described
2330, Kids love it,5,"Fun, good quality buy over priced compared to some outlets."
2331, Great fun,4,"Brought for my grandchildren for when they have a sleepover, great fun and had a lot of laughs while"
2332, good fun,5,excellent quality. good fun
2333, Everyone loves Jenga,5,"Great product, unchanged and reasonably priced - daughter loves it, as do I…"
2334, Best game!,5,"This is now our go to game on game night! Great for all, and the variety is second to none! And it’s"
2335, Great family game - highly recommend,5,I really like that it's an interactive game & questions are pitched at either adults or children dep
2336, Game changer for board games!!,5,Bought this game after reading reviews about it & it didn’t disappoint. The game is played interacti
2337, Brilliant Game,5,"Really fun interactive game, the characters are great and well put together.Love the fact you can ha"
2338, Great for all the family,5,Easy to start up. Level of questions were spot on for our 11 year olds. Breaking news questions were
2339, Great family fun,5,Family fun - questions customised for each player by age categories. The time limit feature is great
2340, Great family game,5,"We bought this on recommendation from a family member. We played with a mixture of ages from 8 - 80,"
2341, Fun game,5,A little tricky to set up but a fun game with up to date questions
2342, Great trivia and puzzles for all ages,5,Like that its online and can play friends and family remotely.Board is a bit boring.
2343, Great family game,4,Great game and easy to set up using apps on phone or Ipad. We played in two teams and it took about 
2344, Size to small,1,Don't waste time cheep crap
2345, Be careful with the size you pick to order,1,The sizing guidelines are completely off. As per the photo - the waist size of size M is 55cm at a p
2346, Poor quality,2,Pom poms fell apart with an hour of them coming out of the packaging
2347, Good costume,5,My daughter loved this costume. It fits well and looks great
2348, Is ok,3,Is ok
2349, Lovely,5,Great for Halloween although could have been made slightly bigger on sizing
2350, Very good and worth the money,5,Na
2351, Halloween costume,5,My girl loved it
2352, Lovely costume. Daughter loved it,5,Used for Halloween school disco and trick or treating. Great fit
2353, Great put fit,5,Look good needed more blood added to rights that's all
2354, Ok,5,As described by the seller.
2355, Best album from a female hip hop artist,5,The definition of classic and legendary. As we all know Lauryn kills it and if you love her then you
2356, I should've dug out my old cd before buying the vinyl,1,Awful sounding noise! Bad pressing full of crackles (after rcm wet clean) and maybe because my curre
2357, Amazing,5,One of the most timeless albums ever made
2358, good price,5,pleased
2359, Gift,4,Gift
2360, Amazing album terrible copy,1,"Every track skips all over the place, it's a shame as its a very good album"
2361, Damaged album cover,1,The vinyl arrived with damaged album cover.
2362, Genuinely surprised that something by Lauryn Hill arrived on time,5,"I bought this new it was in new condition, no complaints great classic album"
2363, Tinny crackly sound I couldn’t get rid of,2,Had a very tinny staticky sound
2364, Zero luck with the 50th vinyl,2,2 copies tried and returned. Both slightly audibly off centre. First had alot of consrant rustling s
2365, Brilliant,5,Just when you thought it couldn't get any better.
2366, Great album,5,"Quality music, great dvd."
2367, GROUNDBREAKING,5,This is one of the BEST LPs even if you're not a rock fan! The dulcet tones of Doris Troy on Great G
2368, Beware Inner Sleeve Manufacturing Flaw,3,Be clear I am not criticising the music (although see the third paragraph for details about the mix)
2369, Packaging,2,Very poor uninspired packaging. Cheap card packaging. Nothing to indicate it is the 50th anniversary
2370, great sound,4,Great sound on Dolby but no thought about the order of lyric printing in the booklet. Side two does 
2371, Superb 50th anniversary pressing!,5,"This is a review for the 50th anniversary vinyl record,it is probably the finest quality album I hav"
2372, A great example of an Atmos recording,5,"You will almost certainly know the music, so there is nothing new there, but the presentation is tru"
2373, BRILLIANT PRESSING,5,What an amazing pressing - not a single hiss or crackle unlike the last one which was utter crap. Co
2374, CD Review,3,"CD in good condition, cover in a satisfactory condition"
2375, probably his best album,5,probably Hendix's best album or is it that music that speaks to you at a formative time in ones live
2376, Jimi's 2nd studio album.,5,"I ordered this on import from Canada, it took a while for it to arrive. However it was well packaged"
2377, Came well packaged,5,"This album’s artwork is legendary and well presented, sounds really good and production quality is h"
2378, Brilliant vynal for Hendrix fans 👏,5,Nothing g to not like its great being a Hendrix addict seen him back I the 70s
2379, Psych Jimi,5,"Great album. Jimi didn't do a wrong thing in his short lifetime. Three great studio albums, includin"
2380, A classic,5,What's not to like about brand new vinyl and great music!
2381, Fantastic SA-CD,5,"It has both the stereo and mono mixes and this SA-CD sounds fantastic, highly recommended!"
2382, lovely,5,lovely album thanks
2383, Very good sound quality but occasionally “swamped” by the 60’s psychedelic mix,4,CD review of 2013 Sony Legacy releaseAn outstanding recording which is very pure and transparent. Th
2384, Great album,5,Pet shop Boys. 😘Nothing else to say.
2385, Excellent the cds. Thank.,5,Hi. again thank you very much excellent the cds. Greetings.
2386, Very Relentless PSB,5,"Waited years, worth the wait"
2387, Plays good and have put with my other Pet Shop Boys,5,"Very please with the album, no scratch on the CDs. Plays good and have put with my other Pet Shop Bo"
2388, AWESOME,5,Superb. Product as described. Cheers
2389, A FANTASTIC RECORD FOR YOUR COLLECTION,5,"This record is great for your Pet Shop Boys collection, as it has fantastic timeless songs as usual "
2390," Pet Shop Boys, Relentlessly imaginative",5,"In a way, it is probably criminal not to have released ""Relentless"" directly with ""Very"". Instead of"
2391, Relentlessly good,5,"Having read the other reviews here, I find that I have little to add. The other PetHeads have done t"
2392, Very telling...,5,"At some point during the Pet Shop Boys' career, they discovered that they had a small core of fans w"
2393, Pet Shop Progressiveness,5,"If you're a fan of the PSB, then you MUST have this in your collection. ""Very"" is typically PSB - ha"
2394, Good price,5,Good price good value
2395, Great,4,I am happy with my purchase.
2396, Good,5,Good selection
2397, Now 115,5,Now that’s what I call a great CD
2398, Now cd,5,Great tracks
2399, now,5,great album like all the now discs
2400, All the favourites together 🎼,5,"Why did I stop buying these, compilation discs are still good ."
2401, Perfect!,5,Perfect!
2402, Another good album,5,Great album from now that’s what I call music again
2403, Now 115,5,As expected
2404, Clunky,3,A bit clunky & difficult to hold due to size & being rigid - nice smell though.
2405, Citronella sponge,5,"Excellent product, really good size & plenty citronella, stoped the Moskitos"
2406, Great for holidays,5,Great product for taking on holiday I will be stocking up on them to take with me
2407, Amazing,5,Great product
2408, Good smelling sponge,5,Love these as it saves loading your sponge with shower gel
2409, Exfoliating perfume sponge,5,Last ages and smell great 👍
2410, Good product but shipping is awful,4,Good product but the cost of shipping is excessive and extremely slow.
2411, Great Sponge,4,These sponges are filled really well with lots great strong smelling soap (they last ages!). They ar
2412, Smells amazing,5,Makes showers quick and easy
2413, Nice,5,Nice
2414, Perfect,5,I was very impressed with the speed of delivery and the quality of the label. I will definitely be b
2415, Fantastic product,5,"Easy to use, the writing is exact, I am so happy to have ordered from this company.Cheap for vinyl -"
2416, Amazing,5,"Easy application, looks great, even recieved a free extra for each item I ordered!"
2417, Great quality,5,Good value for money and good qualityWill be ordering more
2418, Be careful while peeling,4,I made a mistake of Peeling it from a wrong end 😕
2419, Good quality,5,Perfect quality of sticker. Stays on from first day. Get what orderit and 100% recomend it but from 
2420, Bespoke sticker wording to suit,5,"Straightforward ordering, multi choice and value for money… happy days"
2421, Looks great,5,Quickly made and delivered looks great and easy to apply
2422, So cute,5,Bought it for a sun strip perfect size and colour thank you so much for quick delivery ♥️
2423, Excellent,5,"Very good just as described , got 2, one to use as a bumper sticker for a car and another to use as "
2424, Works brilliantly.,5,Smells nice. Easy to use. Works much better than the usual aerosol deodorants you get at the superma
2425," A bit pricey for the size, but good quality overall",5,"Used it for the past two weeks, very nice long lasting smell. Doesn't leave any stains. So far so go"
2426, Effective natural deoderant,5,"Really love this new scent, and it works just as well as the original"
2427, It smells nice,5,It’s easy to use and it smells really nice. lasts quite a while too.
2428, Lovely deodorant,4,I’ve been trying to find a deodorant that’s natural and doesn’t leave a horrible smell on my clothes
2429, Wow,5,Smells divineLovely productVery pleasedAlways good to support a small businessGood value and ethical
2430, Good product,5,Excellent product. No irritation
2431, Not the best,2,Doesn’t smell nice for long and also fell out of its case almost immediately so wouldn’t recommend.
2432, Beautiful smell and it works!,5,This is my first time buying a natural deodorant and I am loving it so far. The smell is subtle but 
2433, Great first Stick Deodrant.,5,First time in my life using a stick deodorant and man I do appreciate the change. It keeps my pits n
2434, Lovely card,5,This was personalized very well
2435, Unusual,4,It is difficult to get a card with 17 on it- this is quirky and different
2436, Impressive card,5,"The card is super,met all expectations, great value for money, arrived far earlier than stated.Quali"
2437, Pretty,5,"It’s a cute card, and the quality is amazing"
2438, Great quality,4,Good all round.
2439, Excellent,5,"Really nice card, thank you!"
2440, Lovely,5,"Lovely personalised card for my Neice , arrived quickly. Thanks 😊"
2441, Super product😁😁,5,"I bought this for my Granddaughter, who as it says will be 12. I know she'll be. Thrilled to receive"
2442, Fautley,5,Bought this card for my granddaughter and it was nice to have her name printed making it more person
2443, Perfect,5,As described
2444, Lobely,5,Great communication from the seller. Im so pleased with the sign up it looks great
2445, Good quality,5,Was easy to put up and looks really nice especially lit up at night
2446, Looks lovely,5,Looks lovely pleased with the colour
2447, Great product!,5,Just as the photo shows and very good quality. So happy with ours!
2448, Good quality,5,Very happy! Came so quickly and is great quality.
2449, Glad I chose this sign,5,Easy to fit and looks very classy when up. Just what we needed for our new house.
2450, looks great,5,"Very well made, easy instructions, very easy to fit and looks great."
2451, Nice house sign,5,"Nice and easy to fit,looks good."
2452, Value,5,Bought for family member moving into new house. Highly delighted
2453, Eye catching,5,Really looks fantastic and catches the eye.
2454, Great present,5,Recipient loved it
2455, Lovely,5,Lovely
2456, Mug,5,"Good quality, a little bit of fun for a work colleague."
2457, Exactly as expected,5,Mug ordered and arrived within timeframe given. No issues and looks exactly as expected.
2458, Goid gift,3,Worth fhe xash
2459, Amazing,5,It was amazing my teacher loved it 10/10 came I’n perfect condition
2460, Great leaving present,5,My colleague loved it and was great priced.
2461, It was ok.,3,"Overall, it was ok. The print wasn't clear and vibrant enough. I expected more..."
2462, Great present,5,Our former manager loved it.
2463, Great gift,5,Perfect leaving gift for my work colleague. Nice quality mug.
2464, Great product,5,Great product . Amazing gift idea and quick delivery
2465, Came with the wrong frame,4,While the product is great and there was a quick turnaround on it. I had ordered the A3 Gold Alumini
2466, Great product and good service,5,A really nice product that was professionally done and great service.
2467, Poor quality,1,This was made of very thin cardboard. Glad I didn't order it with the £15 frame and put in one of my
2468, Would most definitely recommend!,5,I purchased this as a gift for my boyfriend and he absolutely loved it! Beautifully made and the sel
2469, Looks amazing!,5,Really pleased with it. Seller contacted me before dispatch to make sure I was happy with it. Excell
2470, SHAMAZING,5,"I bought this print and frame as a birthday gift for my granddaughter, who is a massive Harry Styles"
2471, Excellent present,5,My dad was over the moon with his song I got for him.Arrived very fast and looked amazing.
2472, Good,4,Brought for anniversary cute little bit of card thought would of been abit bigger but perfect for a 
2473, Not worth the money awful,1,To much money
2474, Very cheap,1,Earring were very thin and cheap. After putting the earrings in you could not close the gap properly
2475, Brilliant,5,"Fits really well, had it in for over a month and it hasn’t come out. Looks pretty and is easy to put"
2476, Not very good.,2,This earring is not very good. You have to pull it apart to insert in the ear 👂 but you have to open
2477, Bad quality,1,Bad quality not worth the money at all
2478," Beautiful piece, well made!",5,Exactly what I was looking for. Thank you
2479, Cartridge hoop earrings,1,Will not be buying this again as it started to discolour and made my ear irritated 😒
2480, Absolutely minuscule,1,"So disappointed. This is a tiny earring, so small you cannot tell it is ""hammered"" and so small that"
2481, Tarnished already :(,1,Absolutely loved this when it arrived but has tarnished in just over a month. Says sterling silver b
2482, Broke and flimsy!,1,"Awful! Bought two, and both broke - very very flimsy!"
2483, Great helix ear ring,5,Like this product but doesn’t fully close after twisting it to put in my ear but great value for mon
2484, Easily put together.,5,Surprise holiday.
2485, Perfect for surprise gifts,5,Easy to put together and is a great option when surprising someone with a holiday. The scratch off a
2486, Great,5,Great
2487, So easy!,5,Thank you so much. This is so cute and so easy to put together. I cannot wait to give it to my son t
2488, Very poor,1,Bought for a birthday. Was really excited but couldnt scratch off to reveal destination. Eventually 
2489, Poor quality,1,Very poor value... very tiny .. no where near sturdy enough .. overpriced..waste of money.. disappoi
2490, This little suitcase is amazing!,5,This is such a cute little suitcase and what a lovely way to reveal a surprise trip!
2491, Fabulous,5,Love these surprise cases. Can’t wait to give them to my pals.
2492, Fabulous for a surprise.,5,"Bought this to give as a gift, it was very much appreciated by the recipient. straightforward to use"
2493, Lovely Lovely Lovely,5,So happy with this item it made the surprise holiday more exciting
2494, Rubbish,1,Poor quality
2495, Perfect for Halloween.,5,"These were great, a lot of fun putting up, sticks to everything and they go along way!! Not so great"
2496, Spiders web,2,This didn’t separate very well and stuck to stuff I didn’t want it to stick to. I hate to use sellot
2497, Great effects,5,So easy to display and very easy to remove 👍 great product and value for money 👏👏
2498, Very happy,5,Very happy
2499," Great size, once expanded.",5,"Great size, once expanded. It is more than you think it is."
2500, Terrible,1,I know there only cheap but actually awful Web. I've Web that I got somewhere else and have had for 
2501, Lots to use,5,"It works really well, especially for the money. Hard to take apart to put up, but again for the mone"
2502, Love them,5,This is the second year I’ve bought these webs and I’m sure it won’t be the last. I deffo recommend 
2503, Great...,5,Great buy. Does the job. Clean up tricky but fantastic for Halloween decor. Also you can do it thick
2504, Love it,5,"Love it, use it to blend soup, pancake mixture and cake batter, works efficiently and efficiently."
2505, Does what it should,4,Having my old blender finally stop working after 20+ years I found this one had pros and cons. Like 
2506," Nothing special, broke way too early",2,"It's an OK product, nothing special.It broke way sooner than expected given that i only used it occa"
2507, Brilliant piece of equipment,5,This handheld blender is brilliant it's a well know brand and does exactly what it promises great va
2508, Very good quality,5,Excellent at what it does. Easy to clean. Easy to use.
2509, Hand stick blender,5,Very pleased. Nice size. Blitzed vegetables for soup in minutes. Not too heavy. Value for money. Wel
2510, Does not survive 2 years,1,I have a policy not to review a product before using it for a while.This blender never felt strong e
2511, Just the job 👍,5,Perfect 🥰
2512, Great blender,5,"Easy to use and easy to clean, very sturdy too"
2513, Blend,5,I've recently started to make smoothies so glad I've purchased this
2514, Value for money,5,Nothing to dislike about this product.
2515, Very efficient service,5,Just what I needed. Keeps my Ninja clean
2516, Not the best,2,Not worth it
2517, helpful,4,these are ok for a one off cook..so suggest if use fryer a lit to get a plentiful supply
2518, Work well,5,"Was a little unsure about these but they are great. Saves on the washing up like a charm, just remov"
2519, Using in Ninja duel drawer,5,Bought to go into my new Ninja duel drawer air fryer to try to save the horror of washing greasy pan
2520, Great product,5,Recommend these to anyone with a ninja 400 air fryer.Check out the wire baskets.
2521, Perfect fit,5,"For perfectly into air fryer Ninja Dual, fantastic purchase 5*"
2522, Disposable,5,Very good helps keep air fryer clean
2523, Not bad,3,It ia good for keep the airfryer clean but whike airfreyer is working paper wraps aorund food and so
2524, Nothing fancy but good value,4,Good value for money
2525, Danagedy,1,Persplex has a mark right in the middle inch long
2526, Wouldn’t buy again,2,Frame is okay and nice but the plexiglass had the protective film on the inside and the outside was 
2527, Good product,5,"I got an oak color frame, happy with the purchase"
2528, Picture perfect,5,happy with my frame.
