ID,Title,Rating,Comment,asin_number
7537,,4,"Using this in my Samsung G3 cell phone as a memory card and expansion. it works ok for now, allthough not the card but the phone itself does have a slight issue with reading massive sd cards at this high compacity. I hope that samsung will release a software or firmware update to resolve the issue with reading the card on boot up of the phone sometimes. I have found that simply restarting the phone usually resolves the issue with reading the card. or any other error messages. Overall minus the slight issues it works great.",
7538,,5,"Holds a lot of my stuff which I need, or at least I think I need, on long road trips.",
7539,,5,Pluggesd in the MicroSd csrd and it worked perfectly!  SanDisk has a solid performer here.  I'd recommend this product to anyone neededing this level of storage and speed.,
7540,,4,I bought a new Samsung Galaxy Note 2 phone and needed an expansion card to boost up the memory for photos and music.  This is the cheapest 32Gb card I could find.  Works well.,
7541,,5,"I've never had any issues with SanDisk, I always buy and trust their product. I bought this one for the Sansung Galaxy Note 10.1 and works very nicely. I wife loaded all her books and music on it and still huge amount of space left.",
7542,,5,SanDisk Ultra 16 GB MicroSDHC Class work the best in my dash cams... I bought a Mobile Micro SD Reader to use to read the small cards and it too work great ..,
7543,,3,"When I bought this a year ago, I had problems with it working properly in my Sprint E4GT (Galaxy SII).  The card kept waking up the phone to be read, over and over.  SanDisk acknowledged this problem in &#34;some&#34; android devices and shipped me a new card once I returned this one to them.  The new card still had the same problem, so I gave up.  The card is fast, and I got a good deal on the price, so I am pretty disappointed about it.",
7544,,5,"Works great in my Samsung Galaxy S4.  Fast and reliable, what more could you want from a data storage device.",
7545,,1,"Hi:I ordered two card and they arrived the next day, even faster than Prime. Unfortunatey, this 64gb MicroSD card is designed to only work with ex-fat. If you're an ex-fat fan and don't ever plan to change, this is the card for you. I've been able to take all of the previous 64gb MicroSD cards I've ordered, put them in an adapter and format them in my Windows 7 desktop. I'm a NTSF fan and find it to be much more stable in tablets.With other cards that aren't intentionally crippled, I can format the card to NTSF on Monday, ex-fat on Tuesday, Fat32 on Wednesday. It's ex-fat or the highway for SanDisk.You can use EaseUS Partition Master to format the card to Fat32 for devices such as cameras and mp3 players and many, many, many others that don't support ex-fat. That being said, you only get one shot. Once it's formatted into Fat32, attempting to format back to Exfat or NTSF hoses the card. I couldn't reformat to NTSF no matter what I tried. Once again, don't bother trying to format in your computer, ex-fat is the only choice.Any card that needs a special utility to format to anything other than ex-fat shouldn't be supported. Don't buy it! It's designed to fail.Shame on you Sandisk!Update 9/24/12:***************************I spoke with Sandisk technical support and they confirmed that Sandisk Ultra 64gb MicroSd cards are not compatible with Android 4.0 and above. This would be for Class 10, SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-064G-U46A as well as SanDisk 64GB Mobile Ultra MicroSDXC Class 10 UHS-1 30MB/s Memory Card with SD Adapter (NEW VERSION) - Retail Packaging with Komputerbay SDXC USB Reader.I did not have any success formatting the class 10 card with EaseUS Partition Master. SanDisk recommended the free utility, HPUSBDISK.exe and I successfully downloaded it from Softpedia. I was  unable to format the card with NTSF but successfully converted one of the cards to Fat32 for a friend who wants to use it in a SanDisk mp3 player, that of course is not compatible with ex-fat.Acting on Sandisk advice I am returning the unopened class ten cards with the KomputerBay reader. I spoke with a patient and gracious tier-one tech support person and the party line seems be that consumers only use MicroSD cards in phones. I don't know what they're thinking: cameras, mp3 players, tablets, adapters and so on. Anyway it's a known issue.I can confirm that the class 6  64gb MicroSD card can be formatted in Windows7 back and forth to most any format so after returning four class 10 cards, I'm back to class six.It's still unconscionable to deliberately design these cards to be incompatible. I hope SanDisk will come up with a solution or recall the cards. Buyer beware.Update: 9/29/12**********************I received my two replacement class 6, 64gb MicroSD cards and it took less than five minutes to open the horrible packaging and to perform a quick format to NTSF. Done!I gave my friend the Class 10 64gb MicroSD card formatted into Fat32 by HPUSBDISK.EXE and he couldn't read it on his computer. As it turns out, the class 10 cards are not only incompatible with most devices bur also with most usb card readers.  Another trip across town.I can confirm that the IOGEAR SD/MicroSD/MMC Card Reader/Writer GFR204SD (Green/Gray) selling on Amazon for $6.99 works. So after countless hours of wasted effort, my friend has a card formatted to Fat32 that works with a SanDisk mp3 player.Once again, SanDisk has admitted that these cards are not compatible with Androd 4.0 or above, that being 100% of Android tablets and a majority of Android phones. These cards are intentionally crippled by design.To quote a friend:""Per the SDHC standard, the format is FAT32. SDXC (64 GB and larger) the spec calls for exFAT. Microsoft has limited the OS to only format larger cards as exFAT and will not allow FAT32. Also, seems they have found a way to also block NTFS. Thus far, very few Android devices can read exFAT because they refuse to pay M$ for licensing of the exFAT file system. ""To all masochists out there--buy this card. To everyone else--unsafe at any speed.",
7546,,5,I have had it for six months or so now and have had no problems with it. It's awesome. Thanks!,
7547,,3,"I thought every app could be transferred into the sd card but no. The description said that I would speed up the device a little but I think it got slower, I have samsung device and its not faster at all and not improving it also. I love this sd card I realy do RECOMMEND IT. But there are some pitty partsnto it. Still love it~~",
7548,,5,"Worked exactly as advertised, good price, happy with our purchase. Will probably wait for the 64gb version to drop a bit in price before I get one for my phone. This one was for the wife.",
7549,,4,This does not lock in perfectly into a Surface 2. It locks in but you have to force it. Other than that it gives you about 59gb once installed.,
7550,,5,"I only ever use SanDisk and have never had a problem, This is for my Wife's new 1st smartphone, so needed a class 10 and Amazon always has the best price, either in the US or Amazon UK",
7551,,5,I plugged this little dude into my Galaxy S4 and have been living with the luxury of being able to store and carry around all my music.  Very good value and I would highly suggest!,
7552,,2,"I ordered two 32GB and two 64Gb versions of these memory cards (but I can write only one review per Amazon). Two 32GB cards went into a camera and a cell phone which only accept up to 32GB cards -- and one 64GB card went into my Samsung Galaxy S3 cell phone. The second 64GB card's a spare.The Galaxy S3 phone accepted the 64GB MicroSD card with no problems -- except for the fact that my Galaxy S3 only recognizes 59.7GB of the 64GB MicroSD card. I have no idea why it does that and why I lost over 5GB of an empty MicroSD card but I'm okay with that -- I guess. 60GB's is still plenty. The transfers of music, videos, and pictures between the phone's internal 16GB memory and the 64GB MicroSD card is wayyy faster than the old SanDisk 16GB MicroSD card that was in there. The same noticeably faster speeds between my desktop computer and the 64GB MicroSD card were also smile inspiring.As for the SanDisk MicroSD cards -- they work great and seem to operate pretty darn fast. They're definitely faster than the old 16GB SanDisk MicroSD cards I had installed in my camera and cell phone(s).Now -- as for the shipping -- dismal! I ordered two 32GB along with two 64GB MicroSD cards on August 21 during an Amazon Gold Box sale. According to the tracking feature they didn't even transmit the shipping info to the carrier (USPS) until August 31. All four were shipped together. I didn't receive them until September 6 -- a full 16 days after I ordered. A little over two weeks for four tiny items that were indicated on the Amazon page as being -- ""In Stock. Ships from and sold by Amazon.com"" -- at the time of purchase. They also shipped all four tiny MicroSD card packages in a way over-sized box which the USPS couldn't fit into the mailbox so I had to make a cross-town trip to the US Post Office and stand in a very long and slow moving line to pick up the box. They could have all four EASILY fit in one small envelope. Even a small padded envelope. I left packaging feedback on that already.This is the 3rd straight time that Amazon shipping was horrible over the last several months -- and that is why the 2-star rating. This is not the Amazon shipping that I remember.",
7553,,5,"The samsung  S4 is only 16G not enough so I bough this 32G plug to have more storage , so far I have no problem, music, video, copy/delete file do all kind of thing still good.",
7554,,5,What I needed - good price ! I am using this for my s3 and it works well. Takes pictures in an instant.,
7555,,5,What more can be said?  This card is made by the leader in flash memory and was a reasonable price and very fast.,
7556,,5,great price for such a super big storage. works well and so far no problem. will highly recommend for smartphones and tablets.,
7557,,5,good memory card. no issues. works as it should. price is great when you are able to find it on a lightning deal!,
7558,,4,Had to give it 4 stars because when formatted it only provides 28GB.  Not as clean as I would have expected a SanDisk product to be.  Especially a Class 10 product.,
7559,,5,"I like this 32 GB micro memory card, it has a lot oF storage space for videos and photos.  I use it in my Spy Camera Mini Clock Radio.",
7560,,5,"It's a fast, affordable cheap microsd card. What more could I say? San disk too, so it's definitely a good brand to buy.",
7561,,1,This may be the worst memory card I've ever purchased - and I have bought a lot of card over the years - wish I had just stuck with my ADATA cardsFirst issue - I lost a bunch of photos - they just did not exist at all - it was as if I never took them  - but since there was a large gap in the file names I know for sure I didOf 200 photos taken about 40 in the middle just disappearedi could not even recover them using a deep scan toolI've been shooting digital since the mid 90s and this is the first time anything like this has ever happenedThen there is the cheesy SD adapter - the switch was so loose it switched to locked while I was taking pictures.Luckily the camera warned me that the card was read only - after having already taken a bunch of shots that has saved without issueFinally I figured I could just use these in my Samsung phones - no such luck - the second I put them in and took a photo I got an error that it could not right to the card and I could no longer see the 8gig of photos that were on itYes this may be a know issue with the cards - I see a review mentioned that - and I see that SanDisk will replace them - but they cannot replace the photos I lost - so keep that in mind when considering this card - I will,
7562,,5,I bought two of these. One for my Galaxy S3 and the other for my Samsung Tablet. Had no problems using it with either one. A definite must have.,
7563,,5,"Works great, in my phone now I was running out of space but this came to the rescue now I can take more pics!!!",
7564,,5,"i know what my title says, and it's the actual amount on the card, which is really good. other cards that i own have a greater difference per advertised amount. i use it for my lenovo lynx tablet and it works perfectly.",
7565,,5,"I chose this for it's size, both physically and virtually. I recently got a new phone that can support 64GB and because I have a lot of music photos and videos, this was a no-brainer, especially since it's rare to find any other 64GB micro SD, SanDisk is the only one I can find, but that's not a bad thing, I trust this brand. It's kind of hard to review a micro SD because if it works, it works, there's not much to it.",
7566,,5,I used this SD card on my Nvidia Shield and works as advertised very quick transfer speeds.,
7567,,5,"Bought it for my Android cell phone (Moto Droid X2) and it works great. Very fast, plays MP3s with no skipping, transferred apps that could be moved to the SD card with no problems to create more internal memory space. Wasn't sure it was necessary to get a class 10 card, but this SanDisk ultra 32 GB allowed me purchase a good quality card at a very reasonable cost.",
7568,,5,"This card has lots of room for everything. A Class 10 card for about $20, you can not go wrong.",
7569,,5,Not much more to say; it's a good quality SD card that does the job (presently in a Galaxy S5) with no issues whatsoever.  As you'd expect.,
7570,,5,I bought this micro card to use in a security camera for continuous recording. It works perfectly and is the ideal size for all night surveillance. The San Disk name offers confidence in quality.,
7571,,4,I just installed it and working OK so far,
7572,,5,"Bought this by accident for my Samsung Galaxy s3 but the phone reads it and accepts all 64 gb so I am a happy camper. Worked the first time so I bought one more for my Galaxy Tab 2. Again, no problems! Awesome card!",
7573,,5,Just what I needed for my Tablet. Recommend the product and getting one for my phone too. Fits my expectations.,
7574,,5,Este fue una buena compras ha sido todo lo que esperaba del producto. Fue un bueno producto. Llego en el momento indicado.,
7575,,5,"I'm not sure what else to say other than, &#34;it works&#34;.  I use this card with my Sandisk Wireless Flash.....I think I'll buy a couple more.",
7576,,5,Shopped around a bit and this was by far the best deal on this card. Works great in Galaxy S3.,
7577,,5,I really enjoy the generous storage space that my Samsung Galaxy SIII has. Every once in a long while I have to unmount/remount the drive but I doubt it's the card and most likely the phone. I would highly recommend.,
7578,,5,"as described. took 3 weeks to arrive from china but its the real thing, same as picture. Speeds are good, 30mb/s read, 10mb/s write.",
7579,,4,"Great Card but poor packaging don't understand why these manufactures seem to think that putting all this plastic wrap all over the cards is good, anyway the card is high quality sturdy and quick to save and pull information from on my wife's Samsung Galaxy S3",
7580,,5,"I got this to allow me to store and move movies and photos.  It holds a lot and playing videos straight from the card works fine.  So, it does what I needed it to do.  You generally can't go wrong with genuine SanDisk products.",
7581,,5,This micro SD with adapter works fine.  I have no complaints.  If there was one thing I would wish for is a little less packaging --- it was over packaged for something sent mail order.,
7582,,5,this gave me enough storage to record 2 long scuba dives at full 1080p @ 60FPS without having to transfer to the computer.  Thats close to 2 hours.  It comes with an adapter to use with other sd devices too.  Very Happy with it.,
7583,,4,"I was really excited to get this because I hadn't changed my MicroSD card in my phone since I got the original droid.  I was so excited to see how much faster the write/read speeds would be.It worked great at first but then my phone started to tell me that it was unrecognizable and it kept ejecting it. I thought maybe it was a formatting issue so I reformatted it from my phone (Galaxy S4) but it just did the same thing.After a week of this I was very irritated and decided to give up and just return it and get another one. I was scared that it would do the same thing because many other people had issues with these cards in the galaxy's.To my surprise the new 32GB card that amazon sent back to me has been working great where as the other one would have been ejecting every other hour.I am really happy with amazon and their return policy. It was very fast and easy, I can honestly say I've never returned something so fast and so easy, they literally sent it next day delivery and at no cost to me.The only reason I gave it one star off is because I had to return the first one, other than that the product has been great so farI am extremely happy with amazon's service.As far as the SD card I'd definitely get another one if it worked like the one I have now.",
7584,,5,"Easy to use, no thought necessary and plenty of storage for movies to use on my Microsoft Surface Pro 2",
7585,,5,Use this in my Samsung galaxy s4. Never have an issue. I recommend at least a 32 gigabyte card if you have a smart phone,
7586,,5,Works great; should last a long time!,
7587,,5,"I purchased this card to use in a GoPro Hero 3. It keeps up with the 1080p video being wrote to it. I don't know if it would do 4k video, but 16GB wouldn't be enough for that type of quality either. Bravo SanDisk.",
7588,,5,"Got it to use with my Go Pro. This was cheaper than getting the regular SD Ultra card (Class 10). The read/write speed isn't quite as good as the regular SD Ultra card (Class 10), but it gets the job done. Shipped fast, great price, exactly as described!",
7589,,5,Great micro card for my wife's Moto Defy XT.  Lot of breathing room to install apps and take pics and vids.,
7590,,5,"The data speeds are kinda slow but I am enjoying this card and thinking of buying a 64GB, nice buy.",
7591,,5,"I purchased this to increase the storage on my tablet. Plugged in and worked immediately and was very affordable. I am not a tech expert but it seems to have no problem saving large video clips and playing them back. There was 1 cheaper than this, but this seemed to have better reviews so I went with this one. It was about half the cost of the cheapest one I could find at the big box store.",
7592,,5,"Loaded up my mp3 collection in no time for use in my phone, came with SD adapter and in very small packaging, almost nothing to throw away! Card has worked great in my phone so far, no lag on video or audio. Good deal @ 30usd",
7593,,1,"As others have found, these cards do not last. Mine died in less than 2 months. Lost several photos that I had not backed up yet. The warranty replacement died within 3 months.Go with another brand. I've been using a Kingston and so far, 9 months later, still working.",
7594,,5,"So far, no complaints. Excited about the price. Excited about the size. I only hope my files won't get erased randomly. I will try to update this in a few weeks.",
7595,,5,fast and holds all my music and larger apps.,
7596,,4,"So far it has worked very well, stores more that I need which is a great feature. Another nice feature is the red paint, really, I drop these little cards and the all black version are often hard to find, the red is easy to spot, now if it only glowed in the dark..lol",
7597,,5,"Fast saves in my Nikon Coolpix S8200. Here's my test: I was traveling with my tablet, laptop and camera, when my laptop crashed. No longer able to transfer photos from camera to laptop via my class 10 SD card, I bought the only microSD card that the big box store had (a class 4). The class 4 microSD card with adapter worked in my Nikon Coolpix but I kept seeing messages to wait while the card finished saving. Since switching to the SanDisk microSDHC class 10, there have been no more wait messages on my camera.",
7598,,5,"Works very well in all devices I've tried it in (Note 8, Hisense Pro, Razr M). No complaints. Great price for tons of storage.",
7599,,5,"Excellent secondary storage device! I have one installed in my mobile phone, and one in my tablet. They have greatly enhanced my multimedia options. My phone has over 4000 songs on it with room for more. My tablet has about 42 full-length good quality movies loaded.",
7600,,5,I purchased and use with my Surface.  It stores quickly and is easy to use.  I really like that SanDisk makes it compatible with regular SDXC and Micro.  Good product.,
7601,,3,"I'm using this in a SAMSUNG GALAXY S3 16GB unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that you'll be so p.o at a crucial moment , say for example you want  to access a video  or doc , that when you do actually get your file you've lost  all faith in the card .So buy it for the capacity but always remember it's not reliable  for fast access.",
7602,,5,"Added space for movies, games, books, pictures, and music. Also great to relive the carrier's stock S4 for space. All major US carriers only supported the 16GB version of the S4",
7603,,4,"There are plenty of these on the market, but SanDIsk is a brand I trust, great size, and a really good value.",
7604,,5,"Bought this for a recently acquired GoPro 3. Stuck it in and had no problems. I would recommend these cards looking for a micro SD for any electronics that need them. Great balance between price, performance and reliability.",
7605,,5,"Bought 2 of them for each of our new S4 phones and they both work great.  No issues.  Saves pictures to card fast, transferred music from PC to card fast and I can play and view pictures and videos with no problems.",
7606,,5,Work perfect in my GoPro camera. I have always found San Disk are the best. I would definitely buy again.,
7607,,5,I have had a few different brands of SD card's and I keep coming back to Sandisk. The price and quality is great.,
7608,,5,"High speed class 10 memory works great in my new Microsoft Surface RT (saved my over $80 for an addition 32GB from MS). All of my work for the past decade fits into 32GBs. At $19, it costs less than any other class 10 card (in other words, it's the fastest at this price). It's plenty fast for me. But, as reviewer NLee points out, it is very easy to confuse this with much slower class 6 cards (so be careful as you compare). This card worked as soon as I plugged it in - with no problems. Highly recommended. Now, some test the Transend microSD as faster (see first commend for one URL), but performance is more likely limited by your reader. SanDisk is the most popular for good reasons (#1 selling microSDHC card at Amazon). Now, this also means it is the most popular to counterfeit (the likely source of most poor experiences - recent sources estimate that millions have been purchased just on eBay and others have confirmed getting fakes through Amazon vendors). This comes with a SDHC adapter.Some (more expensive) cards you may want to consider (reliability and compatibility issues with others):Transcend Information TS32GUSDC10 32GB micro SDHC10 Flash Memory - No Box or Adapter(without adapter)Samsung 32GB High Speed MicroSDHC Memory Card with SD adapter(with adapter)Other items I also got for my MS Surface RT:Belkin USB 2.0 4-Port Ultra-Mini HubFosmon HDMI to Micro HDMI Cable (6 Feet)HDE Wireless USB Presentation Remote Clicker PenVG Hydei Edition Black Nylon Protective Carrying Bag with Removable Shoulder Strap for Microsoft Surface Windows RT 10.6-inch ClearType HD Display Tablet (32GB 64GB)Plugable USB 2.0 to 10/100 Fast Ethernet LAN Wired Network Adapter for Macbook Air, Chromebook, Windows, Wii, Wii U, Linux, and Specific Android Tablets (ASIX AX88772 chipset)GOgroove DynaMIX Noise-Isolating Earbuds w/ Microphone for Google Nexus 7 / Samsung Galaxy Note 10.1 / Asus Transformer / Coby Kyros / Kindle Fire / Microsoft Surface / iPad & More - Incl. Cleaning Kit",
7609,,5,i choose this card to eliminate worries when i travel far away from home . very quick and look so strong,
7610,,5,"More storage for my phone. Easy to insert, it's really small hence micro, so make sure you don't end up losing it before you get it into your phone. I'm really happy with this product and decent price too.",
7611,,1,"Started acting erratically after about a month, it's now been a little over a month and all my files are gone. Not all of them were able to be backed up. I hope I can get at least the pictures back. Glad the S4 backs up photos automatically...",
7612,,5,Sd card works perfect just as you would expect I would recomend this sd card to any one with a camera,
7613,,5,"I never know what to write on these types of items...SanDisk is a name brand, I have never had a problem with any of their products.It works great in my I-Kam Extreme video glasses and the data transfers easily to my desktop pc.",
7614,,5,"Just got a new Razor Max HD with 32 GB and wanted to add more memory, paid a few more bucks for Sandisk and it's always worth it!  The phone recognized the additional memory and I'm good to go with 64 GB now.",
7615,,5,Not a lot to say about this memory. Sits in my S4 phone with no issues. Does not appear to have any lags.,
7616,,5,"Actually their is an EXTREME version but the price is about double and since I am not planning to shoot in 2.7 or 4K their was no need to pay more and get no improvement. Grabbed 2 of these, one for my father for his Great for my GoPro HERO 3+ Black Edition and both cards worked as expected. Works great with 1080p @ 60FPS in the GoPro and I imagine it probably would work for 2.7 and maybe it would work with 4K but again not bought with that intent so these perfectly suit our needs.",
7617,,5,"Price of micro SD per GB is much lower compared to a few years ago.Works fine with LG G2x and Galaxy Note 2.With all the new phones with more than 6M pixels and 1080p video, your internal storage is going to dry out very fast. External Micro SD is definitely a must.4GB and 8 GB are running out very fast :(. 32GB is definitely a welcome (especially if you buy it during the sale)Pro:1. Bought this during sale - under 25 USD.2. Class 10 - fastest (for now)3. Trusted brand: SanDiskCons:None.",
7618,,5,I think the title says it all. This card is &#34;Super Fast and Works Great&#34;. So happy to have this in my phone. (Samsung Galaxy SIII),
7619,,5,I bought this to go into the new Samsung Galaxy Note 8 tablet I bought. Works like a charm and big enough to hold my data.,
7620,,5,"I've wasted time and money trying other company's SD and MicroSD cards, some work all right, and some died on me, it's not the price that you pay but rather the value that you get. Let me tell ya, SanDisk makes the best memory cards, period..... I bought one of this card for my Samsung Galaxy Note 2 phone, mostly for movies and music. I usually use AnyDVD & Handbrake programs to convert movies (large MP4 also playable on my Samsung tablet) and simply copy-and-paste movies and musics on this little card. Both my phone and tablet read this card without any problem and I cannot imagine my phone without it. Now I've bought 2 more....",
7621,,5,"Sandisk announcement of the first 128GB micro SD took internet by storm. Our phones evolved into multimedia powerhouses with 5.5&#34;-6&#34; displays, desktop grade processing power, OTG support for external peripheral accessories, powerful cameras, and more. The only thing was missing a super high capacity internal removable storage at an affordable price. 128GB micro SD announcement finally filled that gap, supported by amazon current sale of $119 shipped, but the question still remained if some of the older smartphones will be able to handle/recognize this capacity. I was personally curious considering original Note 2 spec was calling for support of up to 64GB only.Now, about the card itself. Its their Ultra edition with a read speeds of up 30MB/s and Class 10 performance. As part of Ultra edition it's considered to be waterproof, temperature-proof, x-ray-proof, magnet-proof, and also shockproof. In addition to a flash card itself, it also includes SD adapter for compatibility with digital cameras and also direct reading on laptops/PCs support SD card.So here comes the verdict: IT WORKS with Note 2!!! My Note 2 is all stock, Verizon SCH-I605 version, running stock Android 4.3. I checked the card first with an adapter on my laptop and then mounted it on my Note 2 where it was recognized with a right capacity. I also ran A1 SD Benchmark app (both long and accurate benchmark tests) to verify it with success. Read/write speed were not quite near 30MB/s, but it's still pretty good.My opinion? This card takes multimedia powerhouse Note 2 to the next level!!! Now you don't have to be limited and can store your favorite albums in FLAC audio format, or have a small library of your favorite movies stored permanently, or take more high def videos, and so on. Just always stay up to date with backups. If flash card fails, it will be covered under warranty, but your pictures and videos will be lost forever.",
7622,,5,I have used this in my smart phone for about 5 months with no problems.  I read other reviews on the specifics and decided that this was the best option.  I have not had any issues and would recommend this product.,
7623,,5,works great for the price ad I use it for music and pictures. cant beat the quality and reliability of this brand,
7624,,5,I bought it for my galaxy tab 10.1 and formatted it to FAT32.  Works excellent and i have more than enough space for what ever i need on my tablet.  going to buy another one for my Handy cam!,
7625,,5,Bought this to go into my Galaxy Note II. My phone recognized it and started using it immediately and automatically.  Very happy with purchase and would recommend to anyone with a Galaxy Note II.,
7626,,5,pretty good! had a hiccup then they were pretty helpful and fixing the problem! used for my go pro and works freaking great!,
7627,,5,Not cheap but really quite amazing that they can now fit so much info on such a small item. Already have a 16 GB version and expect this will perform the same. Comes with an adapter and also a plastic case that holds both the micro sd card and adapter which is nice.Almost wish they made a bigger capacity version as I use this with a GoPro and even this 64 GB model will fill up quickly.,
7628,,5,"I get 59.8GB of space on this in my Razr Maxx. I swapped it in in place of the factory 16GB one and had the system format it. It caused the phone to reboot, but after a reboot I had the full storage space. Seems quick enough to load... have not done full file transfer tests but loading 1700 songs onto it took about a half hour.",
7629,,4,I got this SD card for my android tablet. My only complaint is after the tablet installed its file system my computers would no longer recognize the SD card. Still love it.,
7630,,5,"I needed a place to shove all my music videos for party portability. The write speeds are around 10-12MB a second, so it's no barn burner, but read speeds are good enough to playback 1080p content, and that's what really counts to me.",
7631,,5,Works flawlessly.  I dont buy any SD cards unless its from SanDisk.  Never had a problem with them and i know their class speeds are true or under rated compared to other brands.,
7632,,5,Yep. Works like it should.,
7633,,5,"the micro card was a snap to insert into my tablet and now i have the extra storage should i ever need it.  i use sandisk cards on all my cameras also 'cause they're quality products, and i got this one for a great price too.",
7634,,5,"Installed one of these in my Galaxy S4, nice addition. All my HD movies and audio files stream from this card, Perfect!",
7635,,5,Works great with my Samsung Galaxy Note 3. Now I have 96GB total memory! Awesome! The price was quite good too,
7636,,5,Correctly priced. I bought it to use with my surface pro. Works great out of the box and transfer speeds are excellent.,
7637,,5,"I've used many SanDisk memory cards over the years.  This one ranks way up there just like all the others.  I am using it in a Samsung Tablet and it does all I want it to do.  I cannot comment on speed, since that isn't an issue to me.  For storage this is quite the gem.  And I bought it &#34;pretty cheap&#34;.",
7638,,5,I got this micro sd card strictly to hold music on my HTC One M8. I was able to fit approx 840 albums ripped at 192kbps vbr in AAC format using dBpoweramp. Couldn't ask for anything better. 5 stars.,
7639,,5,"It works just fine in my Galaxy 3s phone.  Now, I more room than I know what to do with.",
7640,,5,Works fine in a Samsung Galaxy Note 2 - no need to format (although I did) - recognized as soon as it was popped in 59.47GB usable.Arrived really fast and nicely packaged.  I would order again.,
7641,,5,This is about the same as what you would pay at Costco but you don't have to pay the sales tax. Same card lower price. Nice.,
7642,,5,"I really don't know that the complaints other posted were all about, but I have bought 3 of these sandisk micro sd card already.  for my phone, my wife and my daughter's phone. store lots of movies, pictures. videos....etc. all works just fine, no issues at all.",
7643,,3,my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening.,
7644,,5,"SANDISK makes great products, I always try to buy their name. This is for the Sony digital recorder I also bought.",
7645,,5,"I got the &#34;Ultra&#34; becuase it said it lets your camera phone save pictures faster, it seems to do that. Also, it was a great price.",
7646,,5,"I purchased this Micro SD card with adapter to supplement my UltraBook which came with a MSata storage of only 128Gb.The 64 GB SD Card is a whole lot of storage and the prices of these have fallen to low in recent times and believe will fall further as newer technologies will come.I would recommend this 64GB original SanDisk Micro SD card for anyone who needs large storage space at good prices, especially for the Samsung Galaxy S2 & S3 or the UltraBooks.",
7647,,5,not much to be said about this. sandisk makes some of the best SD cards..i have even washed mine in the washing machine by mistake and it still works,
7648,,4,"this item works great but maybe a better price would be better, I use it on my phones works great",
7649,,5,Been using this card in my Nokia Lumia 820 for over a year now. It gives decent speed and works good. No issues at all.,
7650,,5,"I use this in my Galaxy S3 so that I can carry all my MP3s that are on my iPOD classic (45GB).The only complaint I have is not with this unit, but with smartphones in general.  They are still to sensitive to be used as a true mp3 player replacement.  If you are not too careful, you may crack the screen on your phone if you try to use it as an all-purpose media player.My ipod classic is five years old and it has yet to have its screen crack on me.  It definitely hold up better at the gym than my phone.  Anyway, this SDXC card is great.",
7651,,5,"It amazing how much data they can fit on these tiny cards these days.  When I saw this 32gb class 10 card for $20, I snatched it up for my 10&#34; Android tablet to hold my library of kids DVD movies I converted to tablet video for my kids to watch while on the road.  It works great and the kids love it.",
7652,,5,Overall great price per gigs  real money saver . Expands my tablets memory 10 fold as well as keeping it from crashing,
7653,,5,"Not much to say about this.  Works well with a Samsung Galaxy S2.  Haven't tested the read/write speeds, but it seems about right for a Class 10 card.",
7654,,5,I've read a lot of reviews about this not working with the S3. I have had this for 6 months now and no issues yet.,
7655,,3,seems to work good in my gopro  have only had it a few days and if i have problems with it in coming months i will update this.. for not.. it works...,
7656,,3,"I find this card seems to frequently stop working altogether and have to be reformatted, or simply re-seated. It's hard to know if this is the fault of the device I use it in (a cellphone), or the card itself, so I can't really hold that against it, but all I can say is that's been my experience with this card, and not others.",
7657,,5,Love the micro sd card. It's everything i wanted and needed. The packaging was hassle free and easy to open,
7658,,5,"Known brand, good packaging and working well in the phone.I wish the reviews did not require a set number of words.",
7659,,5,I bought this for my father and he definitely enjoys the extra storage space. Who wouldn't. It came in a timely manner and was easy to install.,
7660,,3,"This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",
7661,,5,"I placed it in my better half's Samsung Galaxy 3 cellphone, and she was blown away with speed her phone now has. She comments on it all of the time. Most of the time, all I hear is &#34;Oh WOW&#34;",
7662,,5,"I'm always happy with a SanDisk purchase. I am currently using this microSDXC in my cellphone Samsung G4, which is more than enough for pictures, videos, and document downloads. Very fast read and write.",
7663,,5,"It's quick, theirs clout behind the name and I haven't had any errors/faults on the three (3) that I've bought thus far. Keep in mind, these are a dime a dozen these days, but not all are equal. Stick to a dependable brand, like SanDisk and spend the extra $1-$5.",
7664,,5,Very fast memory card. Excellent price here on Amazon as well. It still amazes me that this little fingernail sized memory card can hold 1600x more data then the hard drive of my first computer. Highly recommended.,
7665,,5,Sandisk once again lives upto its name as the pioneer. This SD card fits the need of today high performance apps and has excellent durability and fast transfer speeds.,
7666,,5,"I got it at a good price, and it is nice to have 64GB of extra space for media to use in my phone.",
7667,,1,"Acquired this card a month ago for use in my phone Samsung Galaxy S4 and only have taken issues with it.The micro sd card is really bad, the camera takes a long time to be ready and repeatedly resets the phone. Absolutely not recommend it in my previous phone (S3) used a micro sd card 32GB Samsung brand and never had problems with it.To correct the problem of instability recommend formatting the card, I did and the problem remains the same.Live outside the U.S. and I must acquire excellent quality products because the cost of returning it exceeds the cost of the product.Next time buy a card SAMSUNG brand that never gave me problems.",
